Filename,Label,0次_ia,1次_ia,2次_ia,3次_ia,4次_ia,5次_ia,0次_ib,1次_ib,2次_ib,3次_ib,4次_ib,5次_ib,0次_ic,1次_ic,2次_ic,3次_ic,4次_ic,5次_ic
外力破坏_2016年05月06日10时13分52秒.etr-11,外力破坏,5.2582142474269755,62.67566462808059,1.1111096437970203,0.6816487736029687,0.5328917827996695,0.5446471269933243,0.22919202285664958,2.036922318298751,0.03260626481941036,0.011242617636285042,0.019935324903580173,0.039792680127268824,0.1858059132324004,2.3335355670080027,0.03389706890976881,0.042276193882214944,0.019793579010964537,0.022079017724929907
外力破坏_2016年06月23日14时50分27秒_SSH088.etr-14,外力破坏,0.24189754845673359,1.4172346273189,0.0892885058845365,0.0682633778334631,0.035052475620506056,0.031896806604870515,0.07187771168397993,0.8709763456655791,0.050997226100114604,0.059387519604855964,0.022429111849462006,0.0205016453818838,0.008649047233715283,1.426477158723437,0.03081825790810345,0.039039586444713094,0.0088932281458459,0.005986948757547875
外力破坏_2016年07月20日09时08分05秒.etr-15,外力破坏,22.625930147427535,164.70816554789005,2.9069628717911957,1.8503778220575609,2.041582341878254,1.4316085151733442,0.044245713569121,3.683363045492599,0.09803316806114827,0.16445837750292858,0.05954945799044759,0.05759525092920729,0.3318404492862204,2.850703915232036,0.09428993711880464,0.03359741108160821,0.06326832057720942,0.01564265578110133
外力破坏_2016年07月20日09时26分14秒.etr-16,外力破坏,1.2858769694054342,103.1789246270903,23.231988548180315,15.860409157538006,9.41544103941246,5.876993271693878,0.1849548876910374,3.4983581327805893,0.11063759360523724,0.16000708037565542,0.06412132437226005,0.064672602199851,0.4315612005662541,2.6372904760956586,0.09902120166735165,0.05073623848507523,0.054100489067015575,0.017615101002087442
外力破坏_2016年08月31日07时40分23秒.etr-17,外力破坏,0.3982796057546918,6.249084916647439,0.05833552329802542,0.04982096000181873,0.028131645852103714,0.037563208402896786,0.2902192337420199,3.479806457532555,0.09731473736364653,0.03448913316592756,0.03230903082161892,0.017464760030517983,5.51417617042093,68.41473902944189,0.6056950692297687,0.3962411371358871,0.3405424953245044,0.26958031945400424
外力破坏_2016年08月31日07时40分23秒.etr-18,外力破坏,0.39416170759028496,6.009228555829141,0.06149155161267672,0.038165364132052224,0.03630332900201748,0.06431417140767495,0.35301451044918325,3.306366576562568,0.06681771330795684,0.056511356015265066,0.0485223992974196,0.03986778352660017,6.231573248573741,84.34124833959191,0.6714677747255786,0.4336863155049117,0.386466472405889,0.30338925367434955
外力破坏_2016年09月13日10时26分50秒.etr-22,外力破坏,0.07538257828776006,1.8210954630430698,0.05612401941028019,0.053855392508043366,0.017597057541578517,0.007179351433045102,0.13362065511214866,0.3396285502797871,0.03378355107716278,0.016750317427903175,0.020094339266779518,0.001793525125633093,1.1938189783924298,30.522488839376486,0.3371374835099104,0.168836901009763,0.1738061122683201,0.10933350250728996
外力破坏_2016年09月24日14时30分57秒.etr-23,外力破坏,0.2508240092794084,4.089914066836071,0.1227216189113994,0.06754942683198398,0.0630756692609365,0.03594522733497301,0.23346280270159125,1.490809189204972,0.1199096894598455,0.08605832908342191,0.05920495046104542,0.047418718717709404,9.5142532362294,62.64000081833589,2.0728500224800843,1.2452906408857514,1.1736615996670363,0.8342374361607638
外力破坏_2016年09月24日14时30分57秒.etr-24,外力破坏,0.1707270032116929,4.306441085540996,0.14088202728876548,0.07309484322195266,0.07312670219258018,0.054821936514460906,0.06146251223043845,1.5992520308353686,0.1439009059605323,0.10191235068080702,0.07715399441724383,0.06768098474333745,7.204730955358338,47.48599287960144,1.5851612554781644,1.0048022420427698,0.9426251227489518,0.7333309155330944
外力破坏_2016年10月05日10时47分32秒.etr-25,外力破坏,0.4195756745367965,14.189385085997372,0.2075450108620095,0.316670882447736,0.040965974239699,0.12283911291504837,0.05839463658242263,1.1831610520996976,0.03172054183277336,0.08177191220258563,0.0065924582040152915,0.003058085767912925,0.04109235965846702,1.2018205553532217,0.016002304846821344,0.029536923470517232,0.010284881621917919,0.006840464332207965
外力破坏_2017-04-13@08-34-30.#475.etr-37,外力破坏,0.4666807049537465,5.398262747352105,0.13921486138796,0.12700816175555832,0.13971739726003823,0.06834912768339567,0.2672024829886296,2.9367361612506206,0.08004715797296108,0.2899971304784672,0.04076056933303603,0.04140383722672071,14.426553194002844,107.54495877284359,3.1663102820320175,2.063235352943363,1.952379367928767,1.4650204886483085
外力破坏_2017-04-13_08-14-49_sta_SH3998.etr-36,外力破坏,8434044023312769.0,0.8695855435028854,0.9017640464035782,1.569202125280645,0.646556654780494,8.27491117624804,7819394503450215.0,0.3357886688007048,0.6728509088036674,1.6029254588461581,0.4400103118335827,7.511022922958445,6033715470210382.0,0.8992447412991852,0.28666515197908815,1.4085760736034458,0.4202145863264892,5.6669280881052835
外力破坏_2017-04-13_08-34-30_ACT_17987#录波装置.etr-38,外力破坏,0.4666804407733017,5.398260865285781,0.1392152166148921,0.12700778943371302,0.13971793109852615,0.06834865702134794,0.2672024593243291,2.936733924628896,0.08004813018171675,0.2899972527381068,0.040759834468183605,0.04140327765133033,14.42654768473853,107.54491987674024,3.1663097152601365,2.063234909845371,1.9523794217524224,1.4650188621934195
外力破坏_2017-05-21@09-15-22.#1015.etr-41,外力破坏,0.0012347420857060521,0.4242335294718453,0.0016486132715958285,0.010963652550927332,0.005585581438953014,0.002941369854491548,0.001484224793412995,1.017943309117347,0.0013099659227016707,0.009275202753841924,0.004151967382390574,0.005170984647517017,0.0018823700910215871,1.0209113852608642,0.0019008339573192991,0.011276937676799468,0.005374537910574899,0.007637493608819939
外力破坏_2017年03月12日08时42分31秒.etr-32,外力破坏,0.42421358838869516,4.455580266083371,0.17360357037405266,0.24701994038668051,0.0995230092037174,0.07829273045931343,0.5965504738438824,1.3346583794464226,0.10630592439331736,0.16439923070469045,0.08371504321027659,0.033953680253177534,49.762921830051404,216.83830321325917,6.0487336233837805,4.979371967834656,3.0412964454277582,3.053148609789516
外力破坏_2017年03月12日08时42分31秒.etr-34,外力破坏,0.42421358838869516,4.455580266083371,0.17360357037405266,0.24701994038668051,0.0995230092037174,0.07829273045931343,0.5965504738438824,1.3346583794464226,0.10630592439331736,0.16439923070469045,0.08371504321027659,0.033953680253177534,49.762921830051404,216.83830321325917,6.0487336233837805,4.979371967834656,3.0412964454277582,3.053148609789516
外力破坏_2017年03月12日08时43分38秒.etr-33,外力破坏,0.5293525266184682,4.532825053912088,0.18166969060475102,0.24584865544330423,0.08346743058926473,0.0750962159393517,0.7190699694726854,1.4682640849554787,0.125012410004049,0.15998965696605502,0.0793075824889986,0.04502983539489332,10.934641826673893,50.67872360672959,1.6016326881879686,1.3633904398681118,0.8182818570121339,0.7392361542121354
外力破坏_2017年03月12日08时43分38秒.etr-35,外力破坏,0.5293525266184682,4.532825053912088,0.18166969060475102,0.24584865544330423,0.08346743058926473,0.0750962159393517,0.7190699694726854,1.4682640849554787,0.125012410004049,0.15998965696605502,0.0793075824889986,0.04502983539489332,10.934641826673893,50.67872360672959,1.6016326881879686,1.3633904398681118,0.8182818570121339,0.7392361542121354
外力破坏_2017年05月07日14时31分00秒.etr-39,外力破坏,14.150461245519288,316.9336413723885,3.2324749303011506,1.7152691979983319,1.782038955121837,1.4339017468838862,0.6616876596609602,10.765694721872613,0.10986526138338822,0.15944236814588153,0.07383573091610038,0.046636971102343557,0.8211138442835489,13.90152723822147,0.23583114433265562,0.24109431708331439,0.16767796582329303,0.21755589775154258
外力破坏_2017年05月21日09时15分18秒.etr-40,外力破坏,1.4576028904545735,109.22731231150499,0.1405605032586216,0.24341096504820534,0.09536651191938582,0.2051222902389166,0.14456313203728297,3.289820969736321,0.025496550643050047,0.050543035485287956,0.045076156637524026,0.06701027424694088,0.026293016823405613,0.8199655305570848,0.050263752391916466,0.04703593234832168,0.09726874566576581,0.02629301682339103
外力破坏_220GZLB_RCD_3198_20170113_135143_389_F.etr-28,外力破坏,6.417701776255523,108.38526648486717,0.5104873263557468,0.239000403163417,0.354816922545012,0.6787888721223683,0.2591857595040263,3.07324045749024,0.042562987445293826,0.06433509054441401,0.04283473072722311,0.04784181820009491,0.6536620859948085,6.192381030809343,0.14288747477704847,0.22599988339885516,0.06383125041954445,0.05523203727827497
外力破坏_220GZLB_RCD_3198_20170113_135143_389_F.etr-30,外力破坏,6.417701776255523,108.38526648486717,0.5104873263557468,0.239000403163417,0.354816922545012,0.6787888721223683,0.2591857595040263,3.07324045749024,0.042562987445293826,0.06433509054441401,0.04283473072722311,0.04784181820009491,0.6536620859948085,6.192381030809343,0.14288747477704847,0.22599988339885516,0.06383125041954445,0.05523203727827497
外力破坏_SSH513.etr-21,外力破坏,0.09649595445691263,1.8347736502289527,0.059881694503546384,0.04685811280207322,0.018176490594670202,0.007779452952367353,0.12175304056797673,0.34708634560392304,0.03829929292618114,0.017222683476097487,0.009385828700508187,0.009530153572428549,0.8237372459507277,36.51373876693879,0.23179639977306454,0.0553780708529824,0.20558170076322493,0.16288639468108793
外力破坏_SSH571.etr-27,外力破坏,1.9899065992797131,78.06710746849912,0.1212371015398313,0.10911291747001753,0.19515726126196112,0.26678597680338656,0.2048729974308595,2.205638933578086,0.02558882295322523,0.06911070998581721,0.026843812896542165,0.04880691791339719,0.4376009376818333,3.430107477622466,0.07466047587723006,0.1396187321081874,0.02134004090381845,0.02581948472908068
外力破坏_SSH571.etr-29,外力破坏,1.9899065992797131,78.06710746849912,0.1212371015398313,0.10911291747001753,0.19515726126196112,0.26678597680338656,0.2048729974308595,2.205638933578086,0.02558882295322523,0.06911070998581721,0.026843812896542165,0.04880691791339719,0.4376009376818333,3.430107477622466,0.07466047587723006,0.1396187321081874,0.02134004090381845,0.02581948472908068
外力破坏_SSH969.etr-31,外力破坏,0.14413087893017112,2.824673284769028,0.0735683249690347,0.10658753935380426,0.03459954117512479,0.006422409825111526,0.4843731384010057,63.34017620381938,0.6687954505659187,1.0115241859800923,0.26413685823837396,0.6849651890493422,0.2165439197604778,1.0881169306573557,0.0047906461690536755,0.06196255631458079,0.051390118731094364,0.03532135042463716
外力破坏_外力破坏_1_0_12_云浮C厂_20140513云睦乙线_2014年05月13日22时19分54秒.etr-112,外力破坏,0.06495610381605763,1.9420800260736766,0.0038560836993716185,0.009371272376531311,0.004042156389820951,0.004996462400227109,0.08250597745479092,0.6103451646133841,0.026493121406403877,0.01453411880866103,0.005670907566592187,0.010607235693099112,0.15990406086501233,11.549204829861246,0.026921539221340246,0.010883043941608548,0.008687843000024802,0.011173365428735689
外力破坏_外力破坏_1_0_20_睦岗站_20140513云睦乙线_2014年05月13日22时23分21秒.etr-114,外力破坏,0.06649744299797307,1.9518611467919718,0.006572696855705774,0.007026923710285466,0.011078690974368458,0.006338360711539755,0.08179810760391305,0.578614293355235,0.026616499535010163,0.017546135313393475,0.013902808658701521,0.012730355296293076,0.39898687345017886,11.519164350238364,0.06470289817406473,0.06531159606639261,0.029602881810030037,0.029068113094612866
外力破坏_外力破坏_1_0_24_雷州站侧_201407182014雷闻乙线_2014年07月18日19时43分28秒.etr-115,外力破坏,1.1801713062466463,11.705507478798438,0.05924245375695388,0.483266208096252,0.06487536191602447,0.07408656365523422,1.1859564744911832,12.04142277847088,0.1031486338004768,0.39489583937284106,0.04038984532885957,0.09256269191320804,5.278952201461709,72.71331554965568,0.15273466506492078,0.23031304607899836,0.05888823875372551,0.05457707927131796
外力破坏_外力破坏_1_0_28_雷州站侧_201407181826雷闻甲线_2014年07月18日17时55分10秒.etr-116,外力破坏,0.7850573870149266,6.979609921643854,0.09881602987371584,0.2532747828715967,0.04944735226866665,0.017526251042157,5.150267848610586,51.55830988877892,0.5321806678104054,0.4080508360909864,0.3071867939441936,0.22344896650606277,0.3670082255482139,3.088370339240422,0.06019431815568024,0.233067248959311,0.017819346715327103,0.029568254824937867
外力破坏_外力破坏_1_0_28_雷州站侧_201407181828雷闻甲线（含两次强送）_2014年07月18日17时57分03秒.etr-117,外力破坏,0.7291348193331859,7.017182445538962,0.08994936065428863,0.2362058238637997,0.052065343554340865,0.005153056583092048,5.152893892679088,57.179474591574,0.6542048439386096,0.5153144883358748,0.3818152857113581,0.2991348454613696,0.3993493475647636,3.0523232963770335,0.054025071170716296,0.22606376820442786,0.020856156694893515,0.02124565543918261
外力破坏_外力破坏_1_4_12_闻涛站侧_201407181826雷闻甲线_2014y07m18d18h26m38s988ms+act.etr-118,外力破坏,1.2324346229767513,14.639785477620173,0.14807931585307033,0.458610441025335,0.15747884385457933,0.09668911300226767,8.820610394261472,86.39815386107571,1.074993243197893,1.8283053706261778,0.6404236455893739,0.3522942110719646,0.6259723474204276,6.797373899266329,0.03704591839624021,0.47314571532422756,0.08462338777296266,0.07415716447549611
外力破坏_外力破坏_1_4_12_闻涛站侧_201407181828雷闻甲线（含两次强送）_2014y07m18d18h28m32s817ms+act.etr-119,外力破坏,2.390098881425424,17.69426821045813,0.2659156743665469,0.5926468895385694,0.26937770401446537,0.052348749607985946,10.821092432794691,104.73183782690039,1.6209258143275473,2.4427126865262694,0.9760825454043266,0.5710973604210607,1.2761072283458044,8.125158583163305,0.13411108539864094,0.5747618367708784,0.11957702297599532,0.09164527269024994
外力破坏_外力破坏_2_0_24_20：38雷闻乙线故障录波（强送）_201407182038雷闻乙线强送_2014年07月18日20时01分57秒.etr-121,外力破坏,1227.9848538077304,7253.280253595836,163.321893649967,118.98707034495163,82.85206572459037,72.25759876775811,3990.9509159440227,8264.023335130694,487.98869635293937,327.4980028890271,262.4586702103947,205.75429019596695,1610.755896464401,5908.677928633704,877.4067417369774,1098.9873448035405,981.9137893661174,749.4501281035765
外力破坏_外力破坏_2_4_16_闻涛站侧_201407182014雷闻乙线_2014y07m18d20h14m57s324ms+act.etr-122,外力破坏,1.9221926259809206,31.261747123888366,0.17179827069530523,1.2053989293827208,0.22058920043880953,0.24444255903235437,2.140659247037982,32.07446051722297,0.20431981699862345,0.891984649992734,0.1458948015607203,0.2481837035253094,2.0997585531679386,32.22454145558403,0.39849898196379513,1.387071042412799,0.310585364720228,0.3700659895772785
对树木放电_160418113019.etr-67,对树木放电,0.0038021579322097348,1.407344948057821,0.20292731084476864,0.06440708875973125,0.1274016701209172,0.0484681937252161,10.214122258808262,64.40063847945763,3.279389713837698,1.0292256017907366,0.9904114247646716,0.768977402178803,0.28325530307883495,2.5513258962253254,0.12013057977701594,0.01700132437042561,0.06151678611900641,0.033687205106741586
对树木放电_2015-11-11@15-53-02.#A33ECD.etr-66,对树木放电,0.08869217058530784,5.307724177466596,0.08472970423338806,0.14430214167114078,0.0644262816491653,0.019709066750594747,0.03452786241992057,4.038021292607595,0.07707261755422462,0.07735135904658488,0.04969925543230238,0.07181925300650839,7.2862435716275105,129.57060470793166,3.819911750380689,0.49941503603684145,1.808741682933114,0.7830831386670261
对树木放电_2015年11月11日15时47分34秒WYY01.etr-65,对树木放电,0.13625816317894673,5.336494411039889,0.05339369254736227,0.20862056268921894,0.11890950081570252,0.06423271411723641,0.15896785704210412,3.7950999166506487,0.09760449930591274,0.19514367071919153,0.02807072536307269,0.10156083845245954,2.3163894317888265,59.58452915591731,1.5163908052803592,0.9812882556893298,0.8756145779227921,0.812487001773433
对树木放电_2016-07-30_12-21-43_ACT_220kV录波装置.etr-69,对树木放电,0.02177740513181478,1.0046728665167013,0.007259135043937129,0.021291646267307583,0.007259135043936093,0.010265967230234142,0.029065993266784423,0.9728002810575128,1.3303843457812939e-15,0.018738253348290688,0.014532996633393195,2.103792216209528e-06,0.03631355745353104,2.145983306270686,0.011752335244639214,0.0770859666288336,0.018347907204445645,1.4876057421194243e-06
对树木放电_2016年04月18日11时30分18秒.etr-68,对树木放电,0.11929421835172602,1.6064456311650182,0.03496265651805472,0.1875473794077119,0.0918771766508951,0.0231868275307082,1.507461392552785,16.500038854023412,0.47357949839988556,0.8440091399760352,0.4210678071978971,0.5145735655124364,0.043715294963233606,2.8668614759294107,0.1065780888777926,0.09726418277165881,0.01817280843784513,0.028657868147556626
对树木放电_2017年02月18日11时34分06秒.etr-73,对树木放电,12.750832811767609,56.298099686203834,4.070748216851276,5.010141973495161,2.2438654296681535,2.323927995663795,0.08401734597817455,0.7491411200296008,0.04964694442888535,0.09292083733794751,0.024174817277682073,0.047055907621463854,0.33438521202041727,2.400523487370395,0.12431374883298175,0.13820505536045122,0.07933969247970539,0.07831657912350885
对树木放电_2017年06月03日10时45分28秒.etr-74,对树木放电,0.000927393595155099,1.0030077923356981,0.001328569910589787,0.0036533077650615117,0.003082188675469244,0.0030912045598052566,0.0052550692361647685,1.5632169283341337,0.0022368185227800933,0.04891220460768408,0.0021496712717668795,0.0022291072539701944,0.0021638288684844133,0.9782500386554378,0.0006182334277790157,0.0037196807299484675,0.0037549671545462925,0.0018547513822263887
对树木放电_2017年06月03日10时46分09秒.etr-75,对树木放电,0.018656029419010844,0.8986044422969787,0.001312412952438407,0.002533537960499349,0.0012518541375146526,0.004588432217471284,0.010950200007406864,0.0018303072827043523,0.001573664272465398,0.00282015817745923,0.0030917370551560744,0.0018137397134010756,0.015411541373118629,0.8938489221159592,0.0015427957950078681,0.000282335539284306,0.001312389462893838,0.004729633572601223
对树木放电_cpu1@20170218-113329#000#0#0.etr-72,对树木放电,0.42595614310793656,17.12810308996011,0.5509355163610089,0.5540184698086482,0.17751507287162696,0.2696644216193638,0.044392582430704236,0.9218762032004717,0.06100708604418943,0.028057750060575665,0.016299327090780063,0.01743178546244493,0.01691145997360149,3.114843892579611,0.071767988958732,0.09273548361236741,0.026307045006402775,0.02334909216757901
对树木放电_SSH473.etr-70,对树木放电,0.026471709837141207,0.9778647897295709,0.006191932449868358,0.015351211593665435,0.003510183906637326,0.00376105006855606,0.0028883463534956073,1.0216167859461855,0.010469600156715199,0.005706071310308606,0.001285752666062763,0.0014725510523226366,0.02652802189252749,0.6462924871097727,0.03940572310721588,0.1760368865365673,0.017698390379435696,0.014138006501823987
对树木放电_SSH475.etr-71,对树木放电,6.371815560446114,88.89922385371985,3.0655088183358177,4.942419056996276,3.6015709698341154,7.840124671636202,2.5212851529535336,92.25104583972396,4.3386552819972755,2.9877309509367467,0.9806987809156185,3.5150463640645238,4.06599397621748,117.70733941756414,13.345822594418054,8.508993716408106,3.211792544307724,2.0329095983756775
对树木放电_对树木放电_1_0_12_柘林电厂_20140720柘苏乙线_2014年07月20日10时56分01秒.etr-1,对树木放电,0.031740614476780615,0.7506037980816339,0.003576917618546523,0.005047604340784047,0.006217717172918974,0.003223651049897881,0.08538709360989,10.11158404558253,0.044726129240056506,0.25975718172316464,0.020636246124056686,0.07714732937406257,0.03397581431420746,1.2419314056084467,0.01314555864178357,0.006022885607994483,0.007512300288086068,0.003998562835235892
对树木放电_对树木放电_1_0_16_海港甲线(大港)_20140606海港甲线_SSH519.etr-2,对树木放电,0.020315044039906336,0.11139838653260138,0.055155317648077726,0.25542543682710833,0.04498801478960977,0.060671178769205754,0.019555525159264908,1.1659084537313853,0.0038395494385612284,0.010176513439159983,0.0022897354107309204,0.006370221862798185,0.04217149837610126,1.201019387975029,0.008508891506707097,0.016348763968649954,0.0067570797156462714,0.009088307777481361
对树木放电_对树木放电_1_0_32_苏南站_20140720柘苏乙线_SSH516.etr-3,对树木放电,0.03616977781337315,0.7467425645228736,0.0027760189308476866,0.00567735290878295,0.00622256364273443,0.0006688079543852808,0.06904225020046657,8.4133398400854,0.05852237165827795,0.22300357935097645,0.03166397837387842,0.08658032256180144,0.2448464051467666,1.2397309218684398,0.013191105490984234,0.008515065765418406,0.006751936316791439,0.0036558334059451935
对树木放电_对树木放电_1_0_8_国安站侧_20100606国尖乙线_2014年06月06日11时28分47秒.etr-0,对树木放电,0.020136633208174826,0.002155558662699092,0.0032581756949798526,0.00564332584369228,0.002782814267469401,0.0028477499783515756,0.022144827666210593,0.4622751409973326,0.002366214140618327,0.0030029589693467474,0.007000034453439931,0.002847155051420913,0.001007532796661348,0.5090800076958379,0.004330297658130705,0.0018938791361067376,0.0075639265551344795,0.010075888891238866
对树木放电_对树木放电_2_0_8_尖峰站侧_20100606国尖乙线_2014-06-06_11-28-47_ACT_6163#故障录波装置.etr-4,对树木放电,0.00811400885465489,0.130456186754677,0.00719490645024626,0.2028791059758279,0.016391507787047867,0.0641426067378921,0.016198951423623507,0.9968453504724174,0.0065524455604282945,0.002496286121064041,0.011176860198270544,0.005727293985473544,0.01419563528760415,1.0015663960212837,0.010362884561217122,0.011062277188280673,0.01012780312473682,0.004056298974216309
山火_2016-02-08_19-32-20_sta_SH951.etr-39,山火,1.1488342919127114e+16,1.5357775473709305,1.024692247802043,3.3664444078188183,0.9723595138144336,10.918759485200157,1.2532737729956848e+16,0.3367186656408155,1.3393810135830007,3.341020191018212,1.0244777631715258,12.109090429567456,1.1148551968520356e+16,42776374388187.51,1.0020094724217514,5078966229288.664,0.8315288754447328,2093624782819.6687
山火_2016-03-03@17-15-03.#2342.etr-43,山火,9.788087427439068,112.093558188796,1.6198636277515985,1.2112771747930193,1.0222918829421836,0.6254661331402358,0.1909330667813023,0.12991799554013936,0.059093160647623356,0.04823798127882902,0.025907650378436994,0.02615554755074306,0.13867334296432113,2.41788412364905,0.022491783755577796,0.02754752907603152,0.0161525374844944,0.011701737280313403
山火_2016-03-03@17-15-03.#2342.etr-47,山火,9.788087427439068,112.093558188796,1.6198636277515985,1.2112771747930193,1.0222918829421836,0.6254661331402358,0.1909330667813023,0.12991799554013936,0.059093160647623356,0.04823798127882902,0.025907650378436994,0.02615554755074306,0.13867334296432113,2.41788412364905,0.022491783755577796,0.02754752907603152,0.0161525374844944,0.011701737280313403
山火_2016-06-03_20-43-31_act_220kV录波屏(A0307120254).etr-52,山火,0.3391571819869263,0.9664058747206846,0.03892863688341082,0.07943415760334152,0.022462470651812415,0.010984145679156851,0.36102676202140055,1.246394764931269,0.05599727356282262,0.05706759528452852,0.008613399784057547,0.0427478377981469,0.3221686153248972,4.989396007506976,0.17289734046036112,0.6792180340036134,0.10159426323117955,0.2112389158915416
